Segment,Protein Name,Sequence Accession,Complete Genome,Segment Length,Subtype,Collection Date,Host Species,Country,State/Province,Flu Season,Strain Name,Curation Report
4,HA,CY027395,Yes,1727,H1N1,1-2-2007,IRD:Human,USA,Illinois,06-Jul,A/Illinois/UR06-0136/2007,Pass
4,HA,CY025963,Yes,1744,H1N1,1-2-2007,IRD:Human,USA,Kansas,06-Jul,A/Kansas/UR06-0140/2007,Pass
4,HA,CY026835,Yes,1741,H1N1,1-2-2007,IRD:Human,USA,Virginia,06-Jul,A/Virginia/UR06-0139/2007,Pass
4,HA,CY027043,Yes,1739,H1N1,1-2-2007,IRD:Human,USA,Illinois,06-Jul,A/Illinois/UR06-0146/2007,Pass
4,HA,CY027059,Yes,1727,H1N1,2-2-2007,IRD:Human,USA,Tennessee,06-Jul,A/Tennessee/UR06-0151/2007,Pass
4,HA,CY025579,Yes,1728,H1N1,2-2-2007,IRD:Human,USA,Mississippi,06-Jul,A/Mississippi/UR06-0145/2007,Pass
4,HA,CY027115,Yes,1741,H1N1,2-2-2007,IRD:Human,USA,Tennessee,06-Jul,A/Tennessee/UR06-0152/2007,Pass
4,HA,CY027051,Yes,1742,H1N1,2-2-2007,IRD:Human,USA,Kentucky,06-Jul,A/Kentucky/UR06-0154/2007,Pass
4,HA,CY172599,Yes,1751,H1N1,3-2-2007,IRD:Human,USA,New York,06-Jul,A/New York/1058/2007,Pass
4,HA,EU199286,No,1698,H1N1,5-2-2007,IRD:Human,USA,New Mexico,06-Jul,A/New Mexico/04/2007,Pass
4,HA,CY026963,Yes,1730,H1N1,5-2-2007,IRD:Human,USA,Texas,06-Jul,A/Texas/UR06-0157/2007,Pass
4,HA,CY025635,Yes,1734,H1N1,5-2-2007,IRD:Human,USA,Kentucky,06-Jul,A/Kentucky/UR06-0188/2007,Pass
4,HA,CY026939,Yes,1725,H1N1,5-2-2007,IRD:Human,USA,Virginia,06-Jul,A/Virginia/UR06-0164/2007,Pass
4,HA,CY027403,Yes,1727,H1N1,5-2-2007,IRD:Human,USA,Ohio,06-Jul,A/Ohio/UR06-0166/2007,Pass
4,HA,CY027691,Yes,1723,H1N1,5-2-2007,IRD:Human,USA,Oregon,06-Jul,A/Oregon/UR06-0179/2007,Pass
4,HA,CY028139,Yes,1728,H1N1,5-2-2007,IRD:Human,USA,Kansas,06-Jul,A/Kansas/UR06-0191/2007,Pass
4,HA,CY028363,Yes,1727,H1N1,5-2-2007,IRD:Human,USA,Kansas,06-Jul,A/Kansas/UR06-0192/2007,Pass
4,HA,CY028019,Yes,1727,H1N1,5-2-2007,IRD:Human,USA,Kentucky,06-Jul,A/Kentucky/UR06-0162/2007,Pass
4,HA,CY172607,Yes,1721,H1N1,5-2-2007,IRD:Human,USA,New York,06-Jul,A/New York/1059/2007,Pass
4,HA,CY026979,Yes,1743,H1N1,5-2-2007,IRD:Human,USA,Kentucky,06-Jul,A/Kentucky/UR06-0161/2007,Pass
4,HA,CY172615,Yes,1751,H1N1,5-2-2007,IRD:Human,USA,New York,06-Jul,A/New York/1060/2007,Pass
4,HA,CY036855,Yes,1728,H1N1,5-2-2007,IRD:Human,USA,Texas,06-Jul,A/Texas/UR06-0156/2007(H1N1),Pass
4,HA,CY027955,Yes,1722,H1N1,5-2-2007,IRD:Human,USA,Oregon,06-Jul,A/Oregon/UR06-0185/2007,Pass
4,HA,CY031148,No,1698,H1N1,6-2-2007,IRD:Human,USA,Ohio,06-Jul,A/Ohio/UR06-0178/2007,Pass
4,HA,CY027459,Yes,1743,H1N1,6-2-2007,IRD:Human,USA,Kentucky,06-Jul,A/Kentucky/UR06-0184/2007,Pass
4,HA,CY026363,No,1728,H1N1,6-2-2007,IRD:Human,USA,Texas,06-Jul,A/Texas/UR06-0175/2007,Pass
4,HA,CY027139,Yes,1732,H1N1,6-2-2007,IRD:Human,USA,Ohio,06-Jul,A/Ohio/UR06-0177/2007,Pass
4,HA,CY172623,Yes,1751,H1N1,6-2-2007,IRD:Human,USA,New York,06-Jul,A/New York/1061/2007,Pass
4,HA,CY028147,Yes,1735,H1N1,6-2-2007,IRD:Human,USA,Kentucky,06-Jul,A/Kentucky/UR06-0182/2007,Pass
4,HA,CY028756,No,1723,H1N1,6-2-2007,IRD:Human,USA,Virginia,06-Jul,A/Virginia/UR06-0180/2007,Pass
4,HA,CY026211,No,1743,H1N1,6-2-2007,IRD:Human,USA,Texas,06-Jul,A/Texas/UR06-0195/2007,Pass
4,HA,EU199350,No,1698,H1N1,6-2-2007,IRD:Human,USA,Nebraska,06-Jul,A/Nebraska/02/2007,Pass
4,HA,CY028355,Yes,1719,H1N1,6-2-2007,IRD:Human,USA,Kentucky,06-Jul,A/Kentucky/UR06-0181/2007,Pass
4,HA,CY025525,Yes,1726,H1N1,6-2-2007,IRD:Human,USA,Texas,06-Jul,A/Texas/UR06-0196/2007,Pass
4,HA,EU199338,No,1698,H1N1,6-2-2007,IRD:Human,USA,Texas,06-Jul,A/Texas/06/2007,Pass
4,HA,CY027019,Yes,1727,H1N1,6-2-2007,IRD:Human,USA,Kentucky,06-Jul,A/Kentucky/UR06-0183/2007,Pass
4,HA,CY025683,Yes,1744,H1N1,6-2-2007,IRD:Human,USA,Texas,06-Jul,A/Texas/UR06-0193/2007,Pass
4,HA,CY025955,Yes,1741,H1N1,6-2-2007,IRD:Human,USA,Texas,06-Jul,A/Texas/UR06-0174/2007,Pass
4,HA,CY172631,Yes,1750,H1N1,6-2-2007,IRD:Human,USA,New York,06-Jul,A/New York/1062/2007,Pass
4,HA,CY027179,Yes,1744,H1N1,6-2-2007,IRD:Human,USA,Texas,06-Jul,A/Texas/UR06-0176/2007,Pass
4,HA,CY028339,Yes,1742,H1N1,7-2-2007,IRD:Human,USA,Florida,06-Jul,A/Florida/UR06-0209/2007,Pass
4,HA,CY028211,Yes,1742,H1N1,7-2-2007,IRD:Human,USA,Oregon,06-Jul,A/Oregon/UR06-0219/2007,Pass
4,HA,CY027315,Yes,1727,H1N1,7-2-2007,IRD:Human,USA,Florida,06-Jul,A/Florida/UR06-0208/2007,Pass
4,HA,CY025405,Yes,1728,H1N1,7-2-2007,IRD:Human,USA,Colorado,06-Jul,A/Colorado/UR06-0207/2007,Pass
4,HA,CY172639,Yes,1721,H1N1,7-2-2007,IRD:Human,USA,New York,06-Jul,A/New York/1063/2007,Pass
4,HA,CY027555,Yes,1726,H1N1,7-2-2007,IRD:Human,USA,Texas,06-Jul,A/Texas/UR06-0204/2007,Pass
4,HA,CY026627,Yes,1743,H1N1,7-2-2007,IRD:Human,USA,New York,06-Jul,A/New York/UR06-0199/2007,Pass
4,HA,CY025397,Yes,1728,H1N1,7-2-2007,IRD:Human,USA,Texas,06-Jul,A/Texas/UR06-0203/2007,Pass
4,HA,CY027331,Yes,1744,H1N1,8-2-2007,IRD:Human,USA,Kentucky,06-Jul,A/Kentucky/UR06-0220/2007,Pass
4,HA,CY028419,Yes,1729,H1N1,8-2-2007,IRD:Human,USA,Illinois,06-Jul,A/Illinois/UR06-0215/2007,Pass
4,HA,CY027619,Yes,1744,H1N1,8-2-2007,IRD:Human,USA,Texas,06-Jul,A/Texas/UR06-0216/2007,Pass
4,HA,CY026899,Yes,1740,H1N1,8-2-2007,IRD:Human,USA,Oregon,06-Jul,A/Oregon/UR06-0231/2007,Pass
4,HA,CY026179,Yes,1729,H1N1,8-2-2007,IRD:Human,USA,Illinois,06-Jul,A/Illinois/UR06-0223/2007,Pass
4,HA,CY028315,Yes,1727,H1N1,8-2-2007,IRD:Human,USA,Texas,06-Jul,A/Texas/UR06-0217/2007,Pass
4,HA,CY027083,Yes,1745,H1N1,9-2-2007,IRD:Human,USA,Oregon,06-Jul,A/Oregon/UR06-0230/2007,Pass
4,HA,CY027387,Yes,1744,H1N1,9-2-2007,IRD:Human,USA,Ohio,06-Jul,A/Ohio/UR06-0233/2007,Pass
4,HA,CY172719,Yes,1721,H1N1,9-2-2007,IRD:Human,USA,New York,06-Jul,A/New York/1075/2007,Pass
4,HA,CY026355,Yes,1744,H1N1,9-2-2007,IRD:Human,USA,California,06-Jul,A/California/UR06-0232/2007,Pass
4,HA,CY027787,Yes,1734,H1N1,9-2-2007,IRD:Human,USA,Illinois,06-Jul,A/Illinois/UR06-0227/2007,Pass
4,HA,CY031132,Yes,1728,H1N1,9-2-2007,IRD:Human,USA,Virginia,06-Jul,A/Virginia/UR06-0228/2007,Pass
4,HA,CY172727,Yes,1730,H1N1,11-2-2007,IRD:Human,USA,New York,06-Jul,A/New York/1076/2007,Pass
4,HA,CY031140,No,1727,H1N1,12-2-2007,IRD:Human,USA,Tennessee,06-Jul,A/Tennessee/UR06-0236/2007,Pass
4,HA,CY025317,Yes,1744,H1N1,12-2-2007,IRD:Human,USA,Mississippi,06-Jul,A/Mississippi/UR06-0242/2007,Pass
4,HA,CY025987,Yes,1721,H1N1,12-2-2007,IRD:Human,USA,Virginia,06-Jul,A/Virginia/UR06-0245/2007,Pass
4,HA,CY025333,Yes,1726,H1N1,12-2-2007,IRD:Human,USA,Colorado,06-Jul,A/Colorado/UR06-0255/2007,Pass
4,HA,CY027427,Yes,1729,H1N1,12-2-2007,IRD:Human,USA,Kansas,06-Jul,A/Kansas/UR06-0283/2007,Pass
4,HA,CY025571,Yes,1737,H1N1,12-2-2007,IRD:Human,USA,Illinois,06-Jul,A/Illinois/UR06-0248/2007,Pass
4,HA,CY025675,Yes,1744,H1N1,12-2-2007,IRD:Human,USA,Kentucky,06-Jul,A/Kentucky/UR06-0240/2007,Pass
4,HA,CY027979,Yes,1728,H1N1,12-2-2007,IRD:Human,USA,Kansas,06-Jul,A/Kansas/UR06-0284/2007,Pass
4,HA,CY028331,Yes,1744,H1N1,12-2-2007,IRD:Human,USA,Texas,06-Jul,A/Texas/UR06-0250/2007,Pass
4,HA,CY027027,Yes,1742,H1N1,12-2-2007,IRD:Human,USA,Virginia,06-Jul,A/Virginia/UR06-0244/2007,Pass
4,HA,CY027475,Yes,1720,H1N1,12-2-2007,IRD:Human,USA,Tennessee,06-Jul,A/Tennessee/UR06-0234/2007,Pass
4,HA,CY027963,Yes,1728,H1N1,12-2-2007,IRD:Human,USA,Oklahoma,06-Jul,A/Oklahoma/UR06-0241/2007,Pass
4,HA,CY028059,Yes,1728,H1N1,12-2-2007,IRD:Human,USA,Tennessee,06-Jul,A/Tennessee/UR06-0238/2007,Pass
4,HA,CY027267,Yes,1722,H1N1,12-2-2007,IRD:Human,USA,Tennessee,06-Jul,A/Tennessee/UR06-0239/2007,Pass
4,HA,CY030061,Yes,1729,H1N1,12-2-2007,IRD:Human,USA,Ohio,06-Jul,A/Ohio/UR06-0296/2007,Pass
4,HA,CY027347,Yes,1744,H1N1,12-2-2007,IRD:Human,USA,Illinois,06-Jul,A/Illinois/UR06-0249/2007,Pass
4,HA,CY037447,Yes,1733,H1N1,02/13/2007,IRD:Human,USA,Florida,06-Jul,A/Florida/UR06-0265/2007(H1N1),Pass
4,HA,CY172647,Yes,1730,H1N1,02/13/2007,IRD:Human,USA,New York,06-Jul,A/New York/1064/2007,Pass
4,HA,CY026643,Yes,1744,H1N1,02/13/2007,IRD:Human,USA,New York,06-Jul,A/New York/UR06-0253/2007,Pass
4,HA,CY172655,Yes,1747,H1N1,02/13/2007,IRD:Human,USA,New York,06-Jul,A/New York/1066/2007,Pass
4,HA,CY025947,Yes,1722,H1N1,02/13/2007,IRD:Human,USA,Kentucky,06-Jul,A/Kentucky/UR06-0257/2007,Pass
4,HA,CY027931,Yes,1728,H1N1,02/13/2007,IRD:Human,USA,Oregon,06-Jul,A/Oregon/UR06-0291/2007,Pass
4,HA,CY026931,Yes,1744,H1N1,02/13/2007,IRD:Human,USA,Virginia,06-Jul,A/Virginia/UR06-0267/2007,Pass
4,HA,CY028163,Yes,1722,H1N1,02/13/2007,IRD:Human,USA,Kentucky,06-Jul,A/Kentucky/UR06-0258/2007,Pass
4,HA,CY026403,Yes,1743,H1N1,02/13/2007,IRD:Human,USA,Texas,06-Jul,A/Texas/UR06-0270/2007,Pass
4,HA,CY027971,No,1720,H1N1,02/13/2007,IRD:Human,USA,Virginia,06-Jul,A/Virginia/UR06-0266/2007,Pass
4,HA,CY027419,Yes,1728,H1N1,02/13/2007,IRD:Human,USA,Tennessee,06-Jul,A/Tennessee/UR06-0262/2007,Pass
4,HA,CY026779,Yes,1741,H1N1,02/13/2007,IRD:Human,USA,Colorado,06-Jul,A/Colorado/UR06-0287/2007,Pass
4,HA,CY026347,Yes,1728,H1N1,02/13/2007,IRD:Human,USA,Texas,06-Jul,A/Texas/UR06-0271/2007,Pass
4,HA,CY027915,Yes,1724,H1N1,02/13/2007,IRD:Human,USA,Kentucky,06-Jul,A/Kentucky/UR06-0259/2007,Pass
4,HA,CY026907,Yes,1728,H1N1,02/13/2007,IRD:Human,USA,Virginia,06-Jul,A/Virginia/UR06-0254/2007,Pass
4,HA,CY028395,Yes,1729,H1N1,02/14/2007,IRD:Human,USA,Tennessee,06-Jul,A/Tennessee/UR06-0277/2007,Pass
4,HA,CY027643,Yes,1736,H1N1,02/14/2007,IRD:Human,USA,Virginia,06-Jul,A/Virginia/UR06-0297/2007,Pass
4,HA,CY027251,Yes,1742,H1N1,02/14/2007,IRD:Human,USA,Tennessee,06-Jul,A/Tennessee/UR06-0294/2007,Pass
4,HA,CY027939,No,1728,H1N1,02/14/2007,IRD:Human,USA,Virginia,06-Jul,A/Virginia/UR06-0295/2007,Pass
4,HA,CY026531,Yes,1729,H1N1,02/14/2007,IRD:Human,USA,California,06-Jul,A/California/UR06-0302/2007,Pass
4,HA,CY025771,Yes,1743,H1N1,02/14/2007,IRD:Human,USA,Florida,06-Jul,A/Florida/UR06-0280/2007,Pass
4,HA,CY028003,Yes,1727,H1N1,02/15/2007,IRD:Human,USA,Tennessee,06-Jul,A/Tennessee/UR06-0312/2007,Pass
4,HA,CY026595,Yes,1744,H1N1,02/15/2007,IRD:Human,USA,Texas,06-Jul,A/Texas/UR06-0309/2007,Pass
4,HA,CY026187,Yes,1741,H1N1,02/15/2007,IRD:Human,USA,Texas,06-Jul,A/Texas/UR06-0303/2007,Pass
4,HA,CY025659,Yes,1741,H1N1,02/15/2007,IRD:Human,USA,Vermont,06-Jul,A/Vermont/UR06-0301/2007,Pass
4,HA,CY027163,Yes,1741,H1N1,02/15/2007,IRD:Human,USA,Texas,06-Jul,A/Texas/UR06-0305/2007,Pass
4,HA,CY026267,Yes,1741,H1N1,02/15/2007,IRD:Human,USA,Texas,06-Jul,A/Texas/UR06-0306/2007,Pass
4,HA,CY026635,Yes,1744,H1N1,02/15/2007,IRD:Human,USA,Texas,06-Jul,A/Texas/UR06-0308/2007,Pass
4,HA,CY027011,Yes,1728,H1N1,02/16/2007,IRD:Human,USA,Kentucky,06-Jul,A/Kentucky/UR06-0327/2007,Pass
4,HA,CY025971,Yes,1727,H1N1,02/16/2007,IRD:Human,USA,Ohio,06-Jul,A/Ohio/UR06-0325/2007,Pass
4,HA,CY026763,Yes,1725,H1N1,02/16/2007,IRD:Human,USA,California,06-Jul,A/California/UR06-0321/2007,Pass
4,HA,CY037455,Yes,1721,H1N1,02/16/2007,IRD:Human,USA,Vermont,06-Jul,A/Vermont/UR06-0330/2007(H1N1),Pass
4,HA,CY026987,Yes,1720,H1N1,02/16/2007,IRD:Human,USA,Kentucky,06-Jul,A/Kentucky/UR06-0328/2007,Pass
4,HA,CY026819,Yes,1742,H1N1,02/16/2007,IRD:Human,USA,Colorado,06-Jul,A/Colorado/UR06-0336/2007,Pass
4,HA,CY027603,Yes,1743,H1N1,02/16/2007,IRD:Human,USA,New York,06-Jul,A/New York/UR06-0326/2007,Pass
4,HA,CY041442,Yes,1710,H1N1,02/16/2007,IRD:Human,USA,Texas,06-Jul,A/Texas/UR06-0323/2007(H1N1),Pass
4,HA,CY028411,Yes,1726,H1N1,02/19/2007,IRD:Human,USA,Virginia,06-Jul,A/Virginia/UR06-0346/2007,Pass
4,HA,CY026851,Yes,1728,H1N1,02/19/2007,IRD:Human,USA,Ohio,06-Jul,A/Ohio/UR06-0341/2007,Pass
4,HA,CY027779,Yes,1722,H1N1,02/19/2007,IRD:Human,USA,Kentucky,06-Jul,A/Kentucky/UR06-0339/2007,Pass
4,HA,CY025437,Yes,1728,H1N1,02/19/2007,IRD:Human,USA,Illinois,06-Jul,A/Illinois/UR06-0333/2007,Pass
4,HA,CY028387,Yes,1744,H1N1,02/19/2007,IRD:Human,USA,North Carolina,06-Jul,A/North Carolina/UR06-0365/2007,Pass
4,HA,CY028379,Yes,1728,H1N1,02/19/2007,IRD:Human,USA,Virginia,06-Jul,A/Virginia/UR06-0332/2007,Pass
4,HA,CY028123,Yes,1750,H1N1,02/19/2007,IRD:Human,USA,Ohio,06-Jul,A/Ohio/UR06-0353/2007,Pass
4,HA,CY027323,Yes,1727,H1N1,02/19/2007,IRD:Human,USA,Texas,06-Jul,A/Texas/UR06-0342/2007,Pass
4,HA,CY026995,Yes,1728,H1N1,02/19/2007,IRD:Human,USA,North Carolina,06-Jul,A/North Carolina/UR06-0364/2007,Pass
4,HA,CY025533,Yes,1726,H1N1,02/20/2007,IRD:Human,USA,Florida,06-Jul,A/Florida/UR06-0355/2007,Pass
4,HA,CY026371,Yes,1743,H1N1,02/20/2007,IRD:Human,USA,Mississippi,06-Jul,A/Mississippi/UR06-0378/2007,Pass
4,HA,CY028155,Yes,1725,H1N1,02/20/2007,IRD:Human,USA,Virginia,06-Jul,A/Virginia/UR06-0351/2007,Pass
4,HA,CY026323,No,1745,H1N1,02/20/2007,IRD:Human,USA,Florida,06-Jul,A/Florida/UR06-0354/2007,Pass
4,HA,CY026675,Yes,1744,H1N1,02/20/2007,IRD:Human,USA,California,06-Jul,A/California/UR06-0375/2007,Pass
4,HA,CY037775,Yes,1724,H1N1,02/20/2007,IRD:Human,USA,Tennessee,06-Jul,A/Tennessee/UR06-0379/2007(H1N1),Pass
4,HA,CY026315,Yes,1727,H1N1,02/20/2007,IRD:Human,USA,California,06-Jul,A/California/UR06-0374/2007,Pass
4,HA,CY025691,Yes,1744,H1N1,02/20/2007,IRD:Human,USA,Texas,06-Jul,A/Texas/UR06-0359/2007,Pass
4,HA,CY025357,Yes,1744,H1N1,02/20/2007,IRD:Human,USA,Kentucky,06-Jul,A/Kentucky/UR06-0363/2007,Pass
4,HA,CY028772,No,1728,H1N1,02/20/2007,IRD:Human,USA,Virginia,06-Jul,A/Virginia/UR06-0361/2007,Pass
4,HA,CY027859,Yes,1720,H1N1,02/20/2007,IRD:Human,USA,Virginia,06-Jul,A/Virginia/UR06-0360/2007,Pass
4,HA,CY027339,Yes,1744,H1N1,02/20/2007,IRD:Human,USA,Texas,06-Jul,A/Texas/UR06-0357/2007,Pass
4,HA,CY027283,No,1729,H1N1,02/21/2007,IRD:Human,USA,Kentucky,06-Jul,A/Kentucky/UR06-0371/2007,Pass
4,HA,CY025779,Yes,1746,H1N1,02/21/2007,IRD:Human,USA,Florida,06-Jul,A/Florida/UR06-0383/2007,Pass
4,HA,CY037663,No,1730,H1N1,02/21/2007,IRD:Human,USA,Kentucky,06-Jul,A/Kentucky/UR06-0369/2007(H1N1),Pass
4,HA,CY025325,Yes,1728,H1N1,02/21/2007,IRD:Human,USA,Illinois,06-Jul,A/Illinois/UR06-0377/2007,Pass
4,HA,CY026611,Yes,1744,H1N1,02/21/2007,IRD:Human,USA,Illinois,06-Jul,A/Illinois/UR06-0376/2007,Pass
4,HA,CY026539,Yes,1727,H1N1,02/21/2007,IRD:Human,USA,California,06-Jul,A/California/UR06-0393/2007,Pass
4,HA,CY026915,Yes,1722,H1N1,02/21/2007,IRD:Human,USA,Virginia,06-Jul,A/Virginia/UR06-0384/2007,Pass
4,HA,CY025293,Yes,1744,H1N1,02/21/2007,IRD:Human,USA,Texas,06-Jul,A/Texas/UR06-0380/2007,Pass
4,HA,CY028748,Yes,1726,H1N1,02/21/2007,IRD:Human,USA,Kentucky,06-Jul,A/Kentucky/UR06-0372/2007,Pass
4,HA,CY028099,Yes,1741,H1N1,02/22/2007,IRD:Human,USA,Virginia,06-Jul,A/Virginia/UR06-0387/2007,Pass
4,HA,CY025285,Yes,1740,H1N1,02/22/2007,IRD:Human,USA,New York,06-Jul,A/New York/UR06-0386/2007,Pass
4,HA,CY028083,Yes,1743,H1N1,02/22/2007,IRD:Human,USA,Kentucky,06-Jul,A/Kentucky/UR06-0391/2007,Pass
4,HA,CY025389,Yes,1742,H1N1,02/22/2007,IRD:Human,USA,Texas,06-Jul,A/Texas/UR06-0398/2007,Pass
4,HA,CY172663,Yes,1730,H1N1,02/22/2007,IRD:Human,USA,New York,06-Jul,A/New York/1068/2007,Pass
4,HA,CY027635,Yes,1725,H1N1,02/22/2007,IRD:Human,USA,Tennessee,06-Jul,A/Tennessee/UR06-0388/2007,Pass
4,HA,CY028043,Yes,1725,H1N1,02/23/2007,IRD:Human,USA,Kentucky,06-Jul,A/Kentucky/UR06-0401/2007,Pass
4,HA,CY026563,Yes,1726,H1N1,02/23/2007,IRD:Human,USA,Texas,06-Jul,A/Texas/UR06-0397/2007,Pass
4,HA,CY027467,Yes,1728,H1N1,02/23/2007,IRD:Human,USA,Ohio,06-Jul,A/Ohio/UR06-0394/2007,Pass
4,HA,CY028403,Yes,1737,H1N1,02/23/2007,IRD:Human,USA,Ohio,06-Jul,A/Ohio/UR06-0429/2007,Pass
4,HA,CY025373,Yes,1746,H1N1,02/26/2007,IRD:Human,USA,California,06-Jul,A/California/UR06-0435/2007,Pass
4,HA,CY041450,Yes,1744,H1N1,02/26/2007,IRD:Human,USA,California,06-Jul,A/California/UR06-0439/2007(H1N1),Pass
4,HA,CY037439,No,1724,H1N1,02/26/2007,IRD:Human,USA,Texas,06-Jul,A/Texas/UR06-0422/2007(H1N1),Pass
4,HA,CY028219,Yes,1739,H1N1,02/26/2007,IRD:Human,USA,Texas,06-Jul,A/Texas/UR06-0420/2007,Pass
4,HA,CY025595,Yes,1728,H1N1,02/26/2007,IRD:Human,USA,Illinois,06-Jul,A/Illinois/UR06-0415/2007,Pass
4,HA,CY027067,Yes,1738,H1N1,02/26/2007,IRD:Human,USA,Ohio,06-Jul,A/Ohio/UR06-0443/2007,Pass
4,HA,CY026723,Yes,1745,H1N1,02/26/2007,IRD:Human,USA,Florida,06-Jul,A/Florida/UR06-0412/2007,Pass
4,HA,CY027371,Yes,1700,H1N1,02/26/2007,IRD:Human,USA,Kentucky,06-Jul,A/Kentucky/UR06-0424/2007,Pass
4,HA,CY027987,Yes,1727,H1N1,02/26/2007,IRD:Human,USA,Ohio,06-Jul,A/Ohio/UR06-0411/2007,Pass
4,HA,CY028459,Yes,1732,H1N1,02/26/2007,IRD:Human,USA,California,06-Jul,A/California/UR06-0442/2007,Pass
4,HA,CY028051,Yes,1722,H1N1,02/26/2007,IRD:Human,USA,Kentucky,06-Jul,A/Kentucky/UR06-0425/2007,Pass
4,HA,CY027451,Yes,1743,H1N1,02/26/2007,IRD:Human,USA,Tennessee,06-Jul,A/Tennessee/UR06-0414/2007,Pass
4,HA,CY027611,Yes,1744,H1N1,02/27/2007,IRD:Human,USA,Florida,06-Jul,A/Florida/UR06-0447/2007,Pass
4,HA,CY025563,Yes,1744,H1N1,02/27/2007,IRD:Human,USA,Texas,06-Jul,A/Texas/UR06-0461/2007,Pass
4,HA,CY027675,Yes,1726,H1N1,02/27/2007,IRD:Human,USA,Kentucky,06-Jul,A/Kentucky/UR06-0449/2007,Pass
4,HA,CY026387,No,1744,H1N1,02/27/2007,IRD:Human,USA,Texas,06-Jul,A/Texas/UR06-0444/2007,Pass
4,HA,CY027595,Yes,1744,H1N1,02/27/2007,IRD:Human,USA,Texas,06-Jul,A/Texas/UR06-0445/2007,Pass
4,HA,CY027747,Yes,1741,H1N1,02/27/2007,IRD:Human,USA,Tennessee,06-Jul,A/Tennessee/UR06-0459/2007,Pass
4,HA,CY027891,Yes,1744,H1N1,02/27/2007,IRD:Human,USA,California,06-Jul,A/California/UR06-0440/2007,Pass
4,HA,CY027003,Yes,1729,H1N1,02/28/2007,IRD:Human,USA,Ohio,06-Jul,A/Ohio/UR06-0465/2007,Pass
4,HA,CY025381,Yes,1741,H1N1,02/28/2007,IRD:Human,USA,Alabama,06-Jul,A/Alabama/UR06-0455/2007,Pass
4,HA,CY172679,Yes,1730,H1N1,02/28/2007,IRD:Human,USA,New York,06-Jul,A/New York/1070/2007,Pass
4,HA,CY025517,Yes,1728,H1N1,02/28/2007,IRD:Human,USA,Illinois,06-Jul,A/Illinois/UR06-0456/2007,Pass
4,HA,CY172671,Yes,1746,H1N1,02/28/2007,IRD:Human,USA,New York,06-Jul,A/New York/1069/2007,Pass
4,HA,CY025445,Yes,1742,H1N1,1-3-2007,IRD:Human,USA,Texas,06-Jul,A/Texas/UR06-0467/2007,Pass
4,HA,CY027187,Yes,1744,H1N1,1-3-2007,IRD:Human,USA,Vermont,06-Jul,A/Vermont/UR06-0472/2007,Pass
4,HA,CY027899,Yes,1744,H1N1,1-3-2007,IRD:Human,USA,Colorado,06-Jul,A/Colorado/UR06-0496/2007,Pass
4,HA,CY026795,Yes,1728,H1N1,1-3-2007,IRD:Human,USA,Illinois,06-Jul,A/Illinois/UR06-0491/2007,Pass
4,HA,CY026587,Yes,1739,H1N1,1-3-2007,IRD:Human,USA,Kentucky,06-Jul,A/Kentucky/UR06-0476/2007,Pass
4,HA,CY026499,Yes,1727,H1N1,1-3-2007,IRD:Human,USA,Texas,06-Jul,A/Texas/UR06-0468/2007,Pass
4,HA,CY027491,Yes,1725,H1N1,1-3-2007,IRD:Human,USA,Tennessee,06-Jul,A/Tennessee/UR06-0473/2007,Pass
4,HA,CY096851,Yes,1743,H1N1,1-3-2007,IRD:Human,USA,Colorado,06-Jul,A/Colorado/UR06-0495/2007(H1N1),Pass
4,HA,CY027907,Yes,1720,H1N1,1-3-2007,IRD:Human,USA,Illinois,06-Jul,A/Illinois/UR06-0475/2007,Pass
4,HA,CY028307,Yes,1727,H1N1,1-3-2007,IRD:Human,USA,California,06-Jul,A/California/UR06-0479/2007,Pass
4,HA,CY025763,Yes,1744,H1N1,2-3-2007,IRD:Human,USA,Vermont,06-Jul,A/Vermont/UR06-0485/2007,Pass
4,HA,CY037655,Yes,1725,H1N1,2-3-2007,IRD:Human,USA,Ohio,06-Jul,A/Ohio/UR06-0493/2007(H1N1),Pass
4,HA,CY037463,Yes,1720,H1N1,2-3-2007,IRD:Human,USA,Vermont,06-Jul,A/Vermont/UR06-0513/2007(H1N1),Pass
4,HA,CY027731,Yes,1727,H1N1,5-3-2007,IRD:Human,USA,Tennessee,06-Jul,A/Tennessee/UR06-0508/2007,Pass
4,HA,CY025269,Yes,1742,H1N1,5-3-2007,IRD:Human,USA,Texas,06-Jul,A/Texas/UR06-0502/2007,Pass
4,HA,CY027883,Yes,1727,H1N1,5-3-2007,IRD:Human,USA,Texas,06-Jul,A/Texas/UR06-0503/2007,Pass
4,HA,CY027259,Yes,1725,H1N1,5-3-2007,IRD:Human,USA,Ohio,06-Jul,A/Ohio/UR06-0521/2007,Pass
4,HA,CY028131,Yes,1726,H1N1,5-3-2007,IRD:Human,USA,Oklahoma,06-Jul,A/Oklahoma/UR06-0519/2007,Pass
4,HA,CY028115,Yes,1734,H1N1,5-3-2007,IRD:Human,USA,Tennessee,06-Jul,A/Tennessee/UR06-0509/2007,Pass
4,HA,CY026659,Yes,1742,H1N1,5-3-2007,IRD:Human,USA,Florida,06-Jul,A/Florida/UR06-0501/2007,Pass
4,HA,CY026619,Yes,1744,H1N1,5-3-2007,IRD:Human,USA,Vermont,06-Jul,A/Vermont/UR06-0511/2007,Pass
